,index,FP1_delta,FP1_theta,FP1_alpha,FP1_beta,FP1_gamma,FP2_delta,FP2_theta,FP2_alpha,FP2_beta,FP2_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,FZ_delta,FZ_theta,FZ_alpha,FZ_beta,FZ_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,FT7_delta,FT7_theta,FT7_alpha,FT7_beta,FT7_gamma,FC3_delta,FC3_theta,FC3_alpha,FC3_beta,FC3_gamma,FCZ_delta,FCZ_theta,FCZ_alpha,FCZ_beta,FCZ_gamma,FC4_delta,FC4_theta,FC4_alpha,FC4_beta,FC4_gamma,FT8_delta,FT8_theta,FT8_alpha,FT8_beta,FT8_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,CZ_delta,CZ_theta,CZ_alpha,CZ_beta,CZ_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,TP7_delta,TP7_theta,TP7_alpha,TP7_beta,TP7_gamma,CP3_delta,CP3_theta,CP3_alpha,CP3_beta,CP3_gamma,CPZ_delta,CPZ_theta,CPZ_alpha,CPZ_beta,CPZ_gamma,CP4_delta,CP4_theta,CP4_alpha,CP4_beta,CP4_gamma,TP8_delta,TP8_theta,TP8_alpha,TP8_beta,TP8_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,PZ_delta,PZ_theta,PZ_alpha,PZ_beta,PZ_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,OZ_delta,OZ_theta,OZ_alpha,OZ_beta,OZ_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,label
2088,219,0.038196293690136066,0.0,0.28934464014145256,0.05711152310443285,0.010418253420605936,0.03563683090409242,0.0,0.2956422272314783,0.06044717622930265,0.008047128992003985,0.03483611970861,0.0,0.2913335596183054,0.05617700351111276,0.009661552658726596,0.04692190036071809,0.0,0.2782416889624644,0.050501508162083535,0.005880325407084528,0.04966384305910919,0.0,0.2716882347001435,0.052925776437929006,0.004678070424385416,0.04772626827730803,0.0,0.27763735518718097,0.062432842669329615,0.005943210700754095,0.054067932493400375,0.0,0.2738351811190277,0.07400697739455382,0.008061320020448737,0.035272044744289285,0.0,0.2745812789569773,0.06549736980540219,0.017115344901951768,0.041962776727549785,0.0,0.2872859510824114,0.051230576779293,0.005523396293904534,0.06015095965852259,0.0,0.26395222956754194,0.05389630180248405,0.004679945211365578,0.05918457037472424,0.0,0.2601592846863053,0.06452554699854565,0.0069411166474225615,0.08767717679010634,0.0,0.2290580672733323,0.09082223148247008,0.01539505283979727,0.04135263485319255,0.0,0.25488815070964305,0.06512546569035553,0.018035378670821868,0.04948355503968255,0.0,0.27181131918708984,0.053837973271264224,0.0058621382349266105,0.0578155000148397,0.0,0.26275966033647985,0.058005727186860874,0.00489950463446663,0.06920360223830091,0.0,0.24135801498233075,0.06925899357131421,0.008450154126505316,0.12512194604312482,0.0,0.1579174941861581,0.13786483013181136,0.028095043020988992,0.07210880556313141,0.0,0.2454427356717001,0.10408812986705784,0.027190514539079832,0.06594076285443429,0.0,0.24280106282249386,0.06018080884582123,0.008741107838949025,0.067480732063624,0.0,0.25070694955802303,0.05129337420246057,0.0055102014282233935,0.08269187244539454,0.0,0.23206822075453756,0.06320558931695461,0.011491940167405365,0.15883176878500824,0.0,0.11027624629327196,0.1955372114902142,0.07488095933924732,0.06014702561656397,0.0,0.26749784573152185,0.0945775849509002,0.025814252879891447,0.06772849804868965,0.0,0.24800139938437946,0.061287054902660135,0.00843639680929052,0.053514265604940055,0.0,0.2833328934548177,0.0450434712035687,0.00648804014598215,0.06382204804696065,0.0,0.2845374641150839,0.05552358571758786,0.008292727984102362,0.04275840730564183,0.0,0.3039894741594321,0.0934352935729064,0.011488702477453507,0.047163903434982085,0.0,0.3157574557798895,0.05964746348274948,0.008198358572757922,0.035960100154002715,0.0,0.32917873205377285,0.055741982660241884,0.008018279541382754,0.02830696909063452,0.0,0.3407468397952876,0.06562521323595681,0.005499995940662194,
2089,220,0.18419010493907811,0.0,0.0974611148500606,0.1540158279394287,0.035658552663643706,0.1478390660355029,0.0,0.12206288517726915,0.1952859894400937,0.029583007228703,0.18096016048569816,0.0,0.08037663512710372,0.1700469281277819,0.04510740993438217,0.14718301997218158,0.0,0.12350548710698588,0.16196009970158587,0.029361564131871038,0.15147868139306386,0.0,0.1254715914435813,0.16989486042297802,0.02721798386659185,0.14633757987714774,0.0,0.12286312942942625,0.1980909966079932,0.0271692688878884,0.14409870519496504,0.0,0.1197002021921568,0.2213614531407751,0.025024291718873756,0.11376814892218792,0.0,0.12700368652646474,0.2239967168035452,0.048006664372471176,0.1332930291957488,0.0,0.13322845434105135,0.15916936001418686,0.02913307788055646,0.14367686758715126,0.0,0.126126376151315,0.1660782604608652,0.02731168438824359,0.15240043054917646,0.0,0.11025798788927817,0.18559191622838545,0.029980621529209737,0.13246930652944494,0.0,0.11790602679910996,0.2769923671143323,0.03261021684677313,0.12154985591538996,0.0,0.16543388265802,0.1466372525956361,0.056230391180991435,0.15095346962239506,0.0,0.12767717786281524,0.12656796453651906,0.026654066533450118,0.18011172453361035,0.0,0.10624605704029863,0.14468217861854316,0.024673375615243368,0.135889389828458,0.0,0.11487778008619486,0.1907614533795848,0.025429334190183502,0.11828806402874835,0.0,0.1272017965014902,0.2654549766407696,0.04296844283323302,0.1287776907208752,0.0,0.17071718198561708,0.12645939683660662,0.05381605755473981,0.18273725871444688,0.0,0.1333064587959818,0.09204417496252293,0.025164753470498118,0.1877222103428557,0.0,0.10605760955161476,0.12297589635989745,0.021640167171621802,0.14929520076279404,0.0,0.11226968301734427,0.1540018613379746,0.030263688619612705,0.15417095193990468,0.0,0.07506394250037965,0.2361411354235785,0.10813922497680092,0.14507423885476212,0.0,0.14914805165678124,0.14866909513839527,0.048415836515479926,0.1413872079176408,0.0,0.15481424444243375,0.10673031465453214,0.02844379536482586,0.2330362150808879,0.0,0.07639736044022234,0.09799777127490734,0.022246475211234625,0.19053367755980605,0.0,0.08371081179751075,0.12963832841982684,0.02510152402740017,0.1960850383956306,0.0,0.0887634173093173,0.15529937932756455,0.031662203205532743,0.22272833604037712,0.0,0.06253181363746453,0.13254595641398914,0.04410450908530504,0.2481677507331511,0.0,0.04744237989411509,0.11638100029495968,0.033492424493042496,0.2536686869961666,0.0,0.057043144313732676,0.09926971680839196,0.022328728788395126,
2090,221,0.14595839563160032,0.0,0.07292515463233568,0.25453305671019394,0.06172681240022612,0.16482794438089654,0.0,0.06717707329677282,0.25270282231353125,0.03798904562616861,0.15219427371151553,0.0,0.0855908595838498,0.24321656178574255,0.05449643965617624,0.13090992372522162,0.0,0.08414766303926904,0.2507261525930129,0.03891438541015043,0.15697925582349545,0.0,0.07423095773617436,0.2352381532672703,0.03578932158707239,0.2697267491087598,0.0,0.03078690550462434,0.1385729246715331,0.01884095496910653,0.1699190141079371,0.0,0.058386748655336475,0.2686299767822809,0.031630893711701365,0.18586012629918555,0.0,0.08448510331364759,0.1999211698475484,0.06563876717605283,0.14630428650043964,0.0,0.07395767126326662,0.2376348172087527,0.0374045663092387,0.17595264264714694,0.0,0.068306358521203,0.2500405608022574,0.04082015685940053,0.20821517191475866,0.0,0.05327960566255917,0.2415791089474897,0.029018142575904644,0.17836854013960304,0.0,0.057596442410801224,0.2637164264601089,0.03882403469859954,0.1924020227019265,0.0,0.08283208638371514,0.1865367301613259,0.07607579466519224,0.1752409419590696,0.0,0.07435222371344886,0.18887439063749592,0.0363935999917334,0.1876238255692858,0.0,0.05859311978130515,0.2316539918120001,0.03747910141492057,0.1825164969911884,0.0,0.047336963621956066,0.2813396180322245,0.041430250858993226,0.15510400608981273,0.0,0.06071773738536782,0.2899359719198441,0.05209512142714639,0.18610005423991294,0.0,0.05664728445452762,0.1539738301307786,0.060017002984708814,0.16694026798401235,0.0,0.08311023244016187,0.14356169187054435,0.031203029527749244,0.19045593436597213,0.0,0.06472586253068481,0.19326249468755785,0.03789096472119416,0.17082410197065775,0.0,0.05914850203128767,0.25291104481504834,0.042867998183955786,0.11789149599148603,0.0,0.041685361826986594,0.3337674340172781,0.1686340171272184,0.17893185363124606,0.0,0.05940812759991411,0.16677122809816453,0.04968367289324409,0.16567818270794246,0.0,0.08449917836504697,0.15537986571951665,0.04093054575084877,0.1768246024066203,0.0,0.08320080652268567,0.17939909292072928,0.03955654689598461,0.17844738076876307,0.0,0.06608397822536244,0.19394781447415768,0.04620880876031366,0.1423481516031657,0.0,0.061874510740311965,0.2445773395229295,0.07396667429960935,0.1761676301291811,0.0,0.06355696191656834,0.18815865978602364,0.04866111887311818,0.19753604786010587,0.0,0.056398740521489216,0.16647372210264585,0.04897451037200312,0.16644647035027585,0.0,0.07075634809117892,0.19723031233321456,0.05211618400226594,
2091,222,0.04858523476620065,0.0,0.2845773277168394,0.14675321014874726,0.020366521471467114,0.053869456280257584,0.0,0.2733966826691098,0.14777780601623616,0.01644847082710981,0.05733776816581344,0.0,0.2663845600795676,0.14649914949462992,0.02061254225604733,0.0543822909423904,0.0,0.2909128553300132,0.12269327568746093,0.012445216182379577,0.06283882514846212,0.0,0.2821931130056173,0.12108960194422695,0.012063094413557964,0.08037446995669413,0.0,0.2505482991987409,0.134223852789248,0.014788744575312743,0.07422458258171767,0.0,0.22738360032192345,0.1850795546500061,0.019142884080038832,0.053536743321267975,0.0,0.25104440254828403,0.17069375998722253,0.025057553678625537,0.0662521797467282,0.0,0.2721831250520189,0.13349850389399298,0.00990757605737762,0.06643659883313291,0.0,0.2850445241021413,0.11629328262145665,0.010468679290287018,0.07543953173795719,0.0,0.2382830025125517,0.1471809554173215,0.014029652492689408,0.11151785328462027,0.0,0.1634071801972268,0.20673056388516675,0.029309324152591423,0.06635935200610216,0.0,0.21752949005733566,0.16765337967846616,0.042939984894631626,0.07362099302959321,0.0,0.2597025458937021,0.12638870863834886,0.012309278703147259,0.06895183457440497,0.0,0.2748095900453938,0.11514033179353375,0.011889800911786827,0.0930199445564976,0.0,0.20437793874306728,0.15459410741018895,0.01722239477962251,0.10877054982498577,0.0,0.10508936827752913,0.2717141775546341,0.05359075726414258,0.09080468314178797,0.0,0.23871258270869794,0.14153098762868455,0.03797216556576904,0.07901445360430025,0.0,0.23762188853364125,0.1312874631934439,0.015679573397767394,0.07124804771462555,0.0,0.25495562102098324,0.12404936450896566,0.01063078770824077,0.08860193625841452,0.0,0.20654637223197692,0.14519257114628814,0.016221276274957855,0.07112264405023143,0.0,0.12667378330693366,0.3159482095945353,0.1245804000764626,0.07780416717463003,0.0,0.2728227181083902,0.11465745897445655,0.030301307352284475,0.07917954655003298,0.0,0.2261351120621227,0.14288422613414214,0.01947399690068921,0.07521983676918416,0.0,0.25181028029464264,0.12861869756720298,0.01234714174982113,0.05917395462722321,0.0,0.2773688830557069,0.1139805276282809,0.009699891662762227,0.03712317957082696,0.0,0.3306189950730472,0.11026558236121388,0.019680254134871074,0.06881877680467306,0.0,0.2968361613362487,0.09532235426410406,0.01368095058182731,0.06185719514955499,0.0,0.3116339234989207,0.095246740553634,0.014146551744132525,0.048835874011727134,0.0,0.34560525657198865,0.08544166916721277,0.007466936073644238,
2092,223,0.07954080139370903,0.0,0.27318156943433103,0.061253377014032766,0.016374017603573127,0.048171977263205414,0.0,0.30522629340055146,0.06834675704717523,0.014141175251677657,0.08860025776069354,0.0,0.2599355949257349,0.07260004954370397,0.016754985020382956,0.08158600749913478,0.0,0.27272413082164426,0.0662516921070156,0.009905148460740188,0.06489037187417125,0.0,0.28224350659758696,0.0749548087890937,0.010575023586634485,0.04964407302678022,0.0,0.2993004080467775,0.07832442080648683,0.010680436637974506,0.06225745510467784,0.0,0.2908775315198799,0.0856865664529904,0.013646524457471098,0.09740952475205784,0.0,0.2595630329105919,0.07083769824876165,0.02230496104759604,0.09110914990982914,0.0,0.2661458455169241,0.06914783066126723,0.01020539529710064,0.07714172294516497,0.0,0.2745253768402276,0.06850538708641947,0.010214332850493502,0.053527113118647364,0.0,0.2906863624504805,0.07932169363458827,0.01145838649667696,0.0801522338289706,0.0,0.2583067411697459,0.1138663913573354,0.02090787079609112,0.12036325547007305,0.0,0.2217453250398303,0.07950009373225572,0.020941835009381817,0.06765833402410003,0.0,0.28787964729615395,0.07436883435563639,0.012955710560770774,0.06673153428250214,0.0,0.28163882865117285,0.07207792684632534,0.010406334429957993,0.05373754803134796,0.0,0.28810141541690193,0.08324457942505854,0.011526609816481428,0.07642097606553568,0.0,0.2477202865617253,0.13200584388320807,0.027193212251111654,0.06286967053885789,0.0,0.2913900621194529,0.10721989954408477,0.03429954780670997,0.07513953254813517,0.0,0.27451943336684576,0.07831263125517772,0.013878755041971868,0.07864194450844045,0.0,0.26540534761163115,0.07193353817719393,0.011506849503284658,0.07313875384331389,0.0,0.27619575277780906,0.08004372896831011,0.014163671639913257,0.08000942811505292,0.0,0.20044881469136344,0.17644055058788452,0.0899185019675771,0.058894655776308175,0.0,0.30926253661418024,0.1001016975100134,0.03376560585938042,0.09219813705705676,0.0,0.2555214886383603,0.07353252379960146,0.016942330515446302,0.10887554892985518,0.0,0.2432941315794533,0.07679306918116227,0.013115198864516092,0.07355080587027221,0.0,0.2949894059418564,0.07847025780915805,0.01189062220445489,0.07141650128870891,0.0,0.29538002546155495,0.07926786863935617,0.016111671675202215,0.07169984087741682,0.0,0.3266535154716714,0.06659060782184804,0.013717544800358174,0.07597500816997603,0.0,0.31618348503576954,0.06986830470623707,0.014862273232507998,0.0550946189970826,0.0,0.3382177023090828,0.07284633504318018,0.008823668184861405,
2093,224,0.03699596632735425,0.0,0.2907941597770918,0.09591750819971004,0.01505341542917744,0.05485126647186113,0.0,0.28260848676869776,0.09236815057438197,0.00919987728253952,0.034092783220582235,0.0,0.2865949215537851,0.10998969415727257,0.013473511572086184,0.038662267299246884,0.0,0.2965899572980701,0.09416057357710944,0.008004234301736912,0.04412871253797085,0.0,0.2922769244230446,0.09188540991906816,0.0073260287002002876,0.06296171277574017,0.0,0.2719041014987316,0.0922680179669718,0.007302492155261252,0.061258111611101625,0.0,0.2658125863270507,0.11706515188785058,0.008717756602715641,0.038136489601026065,0.0,0.28352111514270706,0.11342725411311508,0.017138757258632082,0.0635614862143288,0.0,0.2729430840806656,0.09110192314701708,0.008510849753902205,0.03614618426207936,0.0,0.3020177138839233,0.08653799487404931,0.006310299815818046,0.04236703639361278,0.0,0.2912109011695161,0.09902291531003364,0.006922580904562168,0.08477645713349842,0.0,0.2208974447053283,0.1485830533811402,0.012693989334848988,0.05147259319012678,0.0,0.2383581847801293,0.14458641419409274,0.031416326188281,0.027997482487324258,0.0,0.2998067273414879,0.10188157343888923,0.009759738714791716,0.03808940938723699,0.0,0.2959557118622961,0.08424518310945425,0.007126878329340664,0.04254436946677687,0.0,0.28535342705598005,0.10851643648630957,0.008695740382837951,0.09411421744242626,0.0,0.1953103212251905,0.18471427382771924,0.023829368378320583,0.09373743968472348,0.0,0.22909560975327084,0.10470598296367706,0.03909557125159307,0.0376294610254798,0.0,0.2776042423986793,0.11116580928798243,0.01590043531185496,0.031352315016262434,0.0,0.3117193073343519,0.08186688654895691,0.0073920372111310785,0.04478160075859202,0.0,0.28723134413576795,0.10647386867622437,0.00886205444447277,0.09386787693438696,0.0,0.12643664428194185,0.25756418970619577,0.11913140100308806,0.0918710624588108,0.0,0.24624057209571984,0.09607317887959456,0.0283753977912233,0.054536143434167586,0.0,0.25951987586109315,0.11709216056728106,0.01741070476022762,0.043214898780334784,0.0,0.3100582622198359,0.07479469661794406,0.009851826225277823,0.04191038383479805,0.0,0.3205302344698214,0.08602726788373362,0.00890540955074247,0.10002983530819894,0.0,0.2411632681553739,0.09193821831619113,0.018724922051690174,0.06487624571684188,0.0,0.2906588023168525,0.08791687178049612,0.015033508936806009,0.06405144156000836,0.0,0.29573643419376744,0.08206044924990567,0.01296140369728638,0.0250248782671828,0.0,0.3490335455031871,0.08616242973377275,0.007060853492903359,
2094,225,0.08972260977191544,0.0,0.24728568445275576,0.07742965237380986,0.016657528996669457,0.08252514430589616,0.0,0.2543009859413421,0.08440506193569026,0.011277093127559708,0.08299315644863421,0.0,0.2349265513234652,0.09413203486975044,0.017590576680272363,0.08412208728510133,0.0,0.2454460624481133,0.0956264702537412,0.010096492709652688,0.08027626656943884,0.0,0.24847931617585065,0.10116767165314144,0.009488807455657994,0.08487994548173497,0.0,0.2383695101671464,0.10630426549608524,0.008908885803374766,0.08969757272364005,0.0,0.2274134275831339,0.10345260037578204,0.013105865178850208,0.07879049614749342,0.0,0.23011631075235325,0.11847312303854733,0.017766803400414474,0.08303361459888106,0.0,0.23869304820591936,0.10115039076626037,0.009163116287725752,0.07765437322396695,0.0,0.24472736849087956,0.10749440172807806,0.01013484403781108,0.08119305404992086,0.0,0.23369834817630014,0.12509026831220044,0.01120764985947849,0.0928730707050016,0.0,0.1983721150937071,0.13770562114705814,0.017228122488853363,0.08014842720917506,0.0,0.21700050980942528,0.12716389345341325,0.02423166552491453,0.08182721166907071,0.0,0.2333997443408691,0.11867610218047055,0.009725665608439396,0.07608852344972475,0.0,0.2523169965727205,0.09474446817234213,0.009592987868072859,0.0786559870991355,0.0,0.2303052401161433,0.12936577936807786,0.012045158574109935,0.09010519014948247,0.0,0.1973374537935311,0.1509044311643019,0.026200934053639297,0.06916013308302303,0.0,0.2497385335070749,0.11829585269362045,0.035461040161961145,0.09143562448939424,0.0,0.21932179902501456,0.12117860323264433,0.012490376945886802,0.07086476923190113,0.0,0.26703911722849344,0.0855095715270634,0.00926979137075021,0.06572022049799721,0.0,0.26163728172020506,0.1100108873850572,0.01345688152890801,0.05653988424799535,0.0,0.24578779120907124,0.1317093929332197,0.057397172315787885,0.0626908725514155,0.0,0.26018766238418906,0.11752259621829696,0.03524335419253773,0.09628934961985998,0.0,0.21081532375177708,0.12212901873547158,0.012932838429443145,0.05425351941884452,0.0,0.29416886815036325,0.07886706796547485,0.00854345812903445,0.049081962036005816,0.0,0.30364284300068795,0.10213847266838696,0.011112517562600094,0.02675271364593657,0.0,0.3322861017322965,0.08956708740401267,0.00967986707296062,0.05605913099699195,0.0,0.279929772566606,0.09682349208823958,0.017930346455264545,0.0548320175700345,0.0,0.3019078373891634,0.10003449925116904,0.019926297983824042,0.033123130024538684,0.0,0.33993622180220234,0.09467120959115516,0.008638793274948443,
2095,226,0.11871728676523605,0.0,0.20351458867416986,0.04980361297889757,0.013726829177365708,0.06603365477423594,0.0,0.2491432530971857,0.06717530399181126,0.012298302390891356,0.10320704946370098,0.0,0.21582621574818314,0.055932099037885916,0.013627173382844469,0.05179590074836098,0.0,0.2716468803644049,0.05768404911627997,0.008160056826997794,0.049213627906095896,0.0,0.26410329131244825,0.062184971125590335,0.008694714357206984,0.048299606231778494,0.0,0.2642999004915806,0.07477388108838147,0.009160368166953186,0.09148786054434101,0.0,0.22723447322249796,0.09006703849861597,0.0135487955214499,0.08661402955510702,0.0,0.2306240512657068,0.0629367436301699,0.016987993615201424,0.04298194852962815,0.0,0.28298890925419884,0.061341467744552826,0.008498000638882014,0.05206883089558972,0.0,0.2748227031888385,0.06429369841422651,0.008987254770060906,0.041364444342236906,0.0,0.2805414572736101,0.07712864966777877,0.009109172293249456,0.1304105246888465,0.0,0.19298907866665352,0.10655636060564352,0.01513355544431671,0.08160331382890783,0.0,0.2411443154188629,0.07253001445304763,0.01905001995851966,0.06373482465708649,0.0,0.27489421250779433,0.05344143391137368,0.008005641097410776,0.046713228343223126,0.0,0.29667144209214696,0.04974574276691746,0.0074420354756787235,0.04937881925875935,0.0,0.2936421307851985,0.09074087624446274,0.008399096282728244,0.10861148095652473,0.0,0.206576988938492,0.15082627466152554,0.01960651965233548,0.1287883557381363,0.0,0.15265925249044016,0.18116331497913324,0.051160529035291634,0.039890305926106776,0.0,0.3153910141726755,0.06441777787505529,0.011314402150227587,0.03975822478811149,0.0,0.3253445599608372,0.06065268917813345,0.006295415904514805,0.0554467292336326,0.0,0.29857879301057405,0.10419109082207137,0.008468589761470033,0.08824711781015009,0.0,0.22554949437024746,0.17618855462992553,0.03259911662642155,0.13233283827969589,0.0,0.14795135302665205,0.18810658062783786,0.04418455805643391,0.059818513251843175,0.0,0.2892827997579976,0.08824606731912854,0.013568525623474584,0.04987874905898932,0.0,0.3228022724970946,0.08208818173681978,0.010032645252559721,0.06506120398467319,0.0,0.3084012941772729,0.10646651212342717,0.010065147747261216,0.0649670226423853,0.0,0.30248106878300113,0.09033586116358427,0.015084380398049681,0.11087605515698433,0.0,0.23761808176508115,0.10533387505910634,0.02060998899444311,0.09235357268609297,0.0,0.2767588846078969,0.07865752879402242,0.01813649270311976,0.07930483798861544,0.0,0.3079301257746164,0.0743625484841538,0.010447403483576437,
2096,227,0.0811344033898141,0.0,0.2730834505134053,0.05786432048026061,0.008612142206238694,0.07446621220932832,0.0,0.27761255905142274,0.06500746407392145,0.00749232285525382,0.053424217238824505,0.0,0.2988611863424791,0.05683789566206561,0.008374904229439262,0.045469852203092284,0.0,0.30342554399709865,0.05634475420539532,0.005055590725451479,0.049620392695065546,0.0,0.29329990740637785,0.06526997606565241,0.0050187818351981285,0.051418937217256176,0.0,0.2935903603607762,0.07029276007081882,0.006076297289827344,0.06204761146488745,0.0,0.2750545362049298,0.08058500063819538,0.009203473985667584,0.051163621909556666,0.0,0.3071515735032717,0.06255467714452925,0.008778586252581554,0.04698138325862848,0.0,0.30331530715236465,0.058096742857070074,0.005800789841083722,0.045345677455039535,0.0,0.2922163214768652,0.06665929454735232,0.005347476852231338,0.045176391476233785,0.0,0.2899452316236765,0.07502532426024462,0.007058535034878279,0.06473002610037629,0.0,0.24782685641803426,0.11404456131593545,0.016637580768120674,0.05744506814282097,0.0,0.3037124715611869,0.0620340265865531,0.011548741090785452,0.03292801680528496,0.0,0.3208986881513069,0.06542364151677996,0.006742949369531934,0.032988851754497735,0.0,0.3119245928591372,0.06650890647396164,0.006259886233641239,0.04535808205743195,0.0,0.28394333665571864,0.08206392965578957,0.009860685405754441,0.08599530124064475,0.0,0.2121824881483232,0.12976237284530626,0.02489576980356541,0.0932380568778991,0.0,0.2496664633799877,0.08998286187648724,0.026366744978518118,0.05107259399414262,0.0,0.3129194940986395,0.05912584360812447,0.006850297799749464,0.03631335381115442,0.0,0.3252020045161487,0.06331731501134942,0.006336080750333489,0.0484893006987827,0.0,0.2938618457045674,0.07363444379784705,0.010824725532807123,0.05379474686558917,0.0,0.264522706195718,0.1046212694887024,0.03144054465296031,0.09461327290614116,0.0,0.24471425284571655,0.09360100348674204,0.022320786188127658,0.042959115356790416,0.0,0.3241277998359547,0.06152234389562771,0.0075254624999391935,0.03351990892540248,0.0,0.3437760244633273,0.04955381142254229,0.00591200807804556,0.04224043201511952,0.0,0.3248379136901408,0.053755145441881265,0.008428253183134612,0.03372469004738531,0.0,0.323377099057093,0.07381117066756883,0.012086745909358085,0.05134030922081795,0.0,0.3189972383664827,0.05269996561561848,0.007822435842620936,0.03519117399156068,0.0,0.3385970351901131,0.04722813992743519,0.007903443240344912,0.02418384526329509,0.0,0.3467416292064699,0.05691160139888415,0.0064729632859811285,
2097,228,0.050246727494811835,0.0,0.2931209552678799,0.07224133702102263,0.0160185662393947,0.046103762276993816,0.0,0.3048428600874388,0.07089066079638276,0.012183443358458158,0.03856376885180182,0.0,0.2955434796111612,0.07862351366133716,0.01401970141116013,0.03658194350465343,0.0,0.31400289814417165,0.06353433240336151,0.009855452045473504,0.03843170512799498,0.0,0.31441497564565857,0.06706910667785937,0.008805247919681335,0.04249294308223436,0.0,0.3077227733712992,0.07351250370529812,0.009252938416406556,0.05831764061400325,0.0,0.2780096055543309,0.08676483421185995,0.012601050112174668,0.036143426614062,0.0,0.29424414342817873,0.08649255363054792,0.017744369060135764,0.026607212552987,0.0,0.32238253833542163,0.06121303788767388,0.008409726661989685,0.03209495816660361,0.0,0.32290090858554266,0.06406405806504288,0.008006960717054498,0.03960551027089733,0.0,0.3109267048590583,0.07596953649705386,0.008527013161847176,0.08468171414109282,0.0,0.2342229446641484,0.11816250283125933,0.016550832168076512,0.025229143697957056,0.0,0.3020599139235557,0.08542854056194091,0.021473466340043757,0.03244812630776637,0.0,0.3177472870322691,0.06167594705861526,0.008760356073634637,0.028867209331658508,0.0,0.3298181800864485,0.054837644073291336,0.006683720472804219,0.038965848685813896,0.0,0.31201435823058343,0.08123464313451244,0.009953684213414318,0.09199055135354213,0.0,0.20126716559086416,0.15005362009402126,0.025606334841941743,0.04672345308357378,0.0,0.2698265426782401,0.12703132891203922,0.02129752740965505,0.036970124784154214,0.0,0.3091686350121868,0.059201699034472324,0.009185193613462749,0.031100778456984363,0.0,0.3354312330426293,0.05243946362859887,0.007266711704393476,0.03968784881276249,0.0,0.3171532517222576,0.07113507751740407,0.01033454546952048,0.09280032910816433,0.0,0.19033834979203293,0.15669766351867626,0.03947205856930491,0.04372033613863387,0.0,0.28046964235760363,0.1272112671121661,0.01657400842718999,0.03450438615918568,0.0,0.31172859787124685,0.07105087783596829,0.012342090266500676,0.03406544613703854,0.0,0.33818827744758084,0.05291091025858073,0.007588495649924867,0.0295888233921947,0.0,0.3365731624815782,0.0745391324736316,0.008197328049735187,0.025153478223137037,0.0,0.322505827187724,0.08775120171635235,0.007562767708474975,0.0480753925117244,0.0,0.3176141044927668,0.09462468434808796,0.011672370349081723,0.027453734349560967,0.0,0.3434210107830518,0.08134844646387307,0.01391835445817474,0.015172547943611716,0.0,0.3564977564707679,0.09008150135289256,0.007188096467408842,
